Year,Month,Group,State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions
2021.0,2.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,75.0,129.0
2021.0,3.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,48.0,82.0
2021.0,4.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,43.0,73.0
2021.0,5.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,28.0,56.0
2021.0,6.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,22.0,32.0
2021.0,7.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,39.0,73.0
2021.0,8.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,205.0,364.0
2021.0,9.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,164.0,284.0
2021.0,10.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,58.0,106.0
2021.0,11.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,37.0,69.0
2021.0,12.0,By Month,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,36.0,70.0
2020.0,1.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,0.0,0.0
2020.0,2.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,0.0,0.0
2020.0,3.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,30.0,35.0
2020.0,4.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,336.0,446.0
2020.0,5.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,376.0,520.0
2020.0,6.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,383.0,511.0
2020.0,7.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,1485.0,2025.0
2020.0,8.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,1709.0,2359.0
2020.0,9.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,779.0,1199.0
2020.0,10.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,514.0,729.0
2020.0,11.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,672.0,978.0
2020.0,12.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,1194.0,1701.0
2021.0,1.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,2012.0,2965.0
2021.0,2.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,1192.0,1798.0
2021.0,3.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,734.0,1114.0
2021.0,4.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,606.0,917.0
2021.0,5.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,518.0,800.0
2021.0,6.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,341.0,509.0
2021.0,7.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,727.0,1092.0
2021.0,8.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,3604.0,5160.0
2021.0,9.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,3033.0,4472.0
2021.0,10.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,1058.0,1586.0
2021.0,11.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,386.0,606.0
2021.0,12.0,By Month,Florida,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,394.0,623.0
2020.0,1.0,By Month,Florida,COVID-19,COVID-19,All Ages,0.0,0.0
2020.0,2.0,By Month,Florida,COVID-19,COVID-19,All Ages,0.0,0.0
2020.0,3.0,By Month,Florida,COVID-19,COVID-19,All Ages,191.0,191.0
2020.0,4.0,By Month,Florida,COVID-19,COVID-19,All Ages,1311.0,1311.0
2020.0,5.0,By Month,Florida,COVID-19,COVID-19,All Ages,1131.0,1131.0
2020.0,6.0,By Month,Florida,COVID-19,COVID-19,All Ages,1083.0,1083.0
2020.0,7.0,By Month,Florida,COVID-19,COVID-19,All Ages,4980.0,4980.0
2020.0,8.0,By Month,Florida,COVID-19,COVID-19,All Ages,4787.0,4787.0
2020.0,9.0,By Month,Florida,COVID-19,COVID-19,All Ages,2023.0,2023.0
2020.0,10.0,By Month,Florida,COVID-19,COVID-19,All Ages,1410.0,1410.0
2020.0,11.0,By Month,Florida,COVID-19,COVID-19,All Ages,1767.0,1767.0
2020.0,12.0,By Month,Florida,COVID-19,COVID-19,All Ages,3145.0,3145.0
2021.0,1.0,By Month,Florida,COVID-19,COVID-19,All Ages,5022.0,5022.0
2021.0,2.0,By Month,Florida,COVID-19,COVID-19,All Ages,3202.0,3202.0
2021.0,3.0,By Month,Florida,COVID-19,COVID-19,All Ages,1829.0,1829.0
2021.0,4.0,By Month,Florida,COVID-19,COVID-19,All Ages,1513.0,1513.0
2021.0,5.0,By Month,Florida,COVID-19,COVID-19,All Ages,1327.0,1327.0
2021.0,6.0,By Month,Florida,COVID-19,COVID-19,All Ages,834.0,834.0
2021.0,7.0,By Month,Florida,COVID-19,COVID-19,All Ages,1997.0,1997.0
2021.0,8.0,By Month,Florida,COVID-19,COVID-19,All Ages,10407.0,10407.0
2021.0,9.0,By Month,Florida,COVID-19,COVID-19,All Ages,8335.0,8335.0
2021.0,10.0,By Month,Florida,COVID-19,COVID-19,All Ages,2657.0,2657.0
2021.0,11.0,By Month,Florida,COVID-19,COVID-19,All Ages,889.0,889.0
2021.0,12.0,By Month,Florida,COVID-19,COVID-19,All Ages,863.0,863.0
2020.0,1.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,0.0,0.0
2020.0,2.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,0.0,0.0
2020.0,3.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,100.0,101.0
2020.0,4.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,470.0,476.0
2020.0,5.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,339.0,343.0
2020.0,6.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,201.0,204.0
2020.0,7.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,565.0,576.0
2020.0,8.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,843.0,864.0
2020.0,9.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,480.0,492.0
2020.0,10.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,379.0,386.0
2020.0,11.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,507.0,520.0
2020.0,12.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,988.0,1003.0
2021.0,1.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,2148.0,2171.0
2021.0,2.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,999.0,1017.0
2021.0,3.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,415.0,430.0
2021.0,4.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,236.0,240.0
2021.0,5.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,199.0,208.0
2021.0,6.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,107.0,109.0
2021.0,7.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,156.0,161.0
2021.0,8.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,1442.0,1479.0
2021.0,9.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,2201.0,2252.0
2021.0,10.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,919.0,948.0
2021.0,11.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,294.0,302.0
2021.0,12.0,By Month,Georgia,Respiratory diseases,Influenza and pneumonia,All Ages,307.0,313.0
2020.0,1.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,0.0,0.0
2020.0,2.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,0.0,0.0
2020.0,3.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,19.0,19.0
2020.0,4.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,48.0,52.0
2020.0,5.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,48.0,49.0
2020.0,6.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,27.0,27.0
2020.0,7.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,87.0,91.0
2020.0,8.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,109.0,111.0
2020.0,9.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,51.0,51.0
2020.0,10.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,57.0,60.0
2020.0,11.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,60.0,62.0
2020.0,12.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,138.0,142.0
2021.0,1.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,273.0,281.0
2021.0,2.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,111.0,114.0
2021.0,3.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,53.0,56.0
2021.0,4.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,46.0,49.0
2021.0,5.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,18.0,20.0
2021.0,6.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,23.0,23.0
2021.0,7.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,22.0,25.0
2021.0,8.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,153.0,162.0
2021.0,9.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,194.0,204.0
2021.0,10.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,101.0,101.0
2021.0,11.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,35.0,36.0
2021.0,12.0,By Month,Georgia,Respiratory diseases,Chronic lower respiratory diseases,All Ages,28.0,29.0
2020.0,1.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,0.0,0.0
2020.0,2.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,0.0,0.0
2020.0,3.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,41.0,41.0
2020.0,4.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,126.0,126.0
2020.0,5.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,64.0,64.0
2020.0,6.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,41.0,41.0
2020.0,7.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,108.0,108.0
2020.0,8.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,164.0,164.0
2020.0,9.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,82.0,82.0
2020.0,10.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,70.0,70.0
2020.0,11.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,87.0,87.0
2020.0,12.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,132.0,132.0
2021.0,1.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,285.0,285.0
2021.0,2.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,127.0,127.0
2021.0,3.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,77.0,77.0
2021.0,4.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,42.0,42.0
2021.0,5.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,38.0,38.0
2021.0,6.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,14.0,14.0
2021.0,7.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,22.0,22.0
2021.0,8.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,221.0,221.0
2021.0,9.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,304.0,304.0
2021.0,10.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,128.0,128.0
2021.0,11.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,47.0,47.0
2021.0,12.0,By Month,Georgia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,53.0,53.0
2020.0,1.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,0.0,0.0
2020.0,3.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,108.0,110.0
2020.0,4.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,476.0,486.0
2020.0,5.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,334.0,338.0
2020.0,6.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,217.0,218.0
2020.0,7.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,602.0,615.0
2020.0,8.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,872.0,886.0
2020.0,9.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,440.0,446.0
2020.0,10.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,353.0,362.0
2020.0,11.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,466.0,472.0
2020.0,12.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,862.0,873.0
2021.0,1.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,1982.0,2013.0
2021.0,2.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,901.0,926.0
2021.0,3.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,345.0,357.0
2021.0,4.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,240.0,253.0
2021.0,5.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,190.0,195.0
2021.0,6.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,101.0,105.0
2021.0,7.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,139.0,143.0
2021.0,8.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,1259.0,1279.0
2021.0,9.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,1854.0,1884.0
2021.0,10.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,765.0,781.0
2021.0,11.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,276.0,282.0
2021.0,12.0,By Month,Georgia,Respiratory diseases,Respiratory failure,All Ages,254.0,257.0
2020.0,1.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,2.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,4.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,33.0,33.0
2020.0,5.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,30.0,30.0
2020.0,6.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,21.0,21.0
2020.0,7.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,50.0,50.0
2020.0,8.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,55.0,55.0
2020.0,9.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,29.0,29.0
2020.0,10.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,22.0,22.0
2020.0,11.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,26.0,26.0
2020.0,12.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,46.0,46.0
2021.0,1.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,107.0,107.0
2021.0,2.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,48.0,48.0
2021.0,3.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,15.0,15.0
2021.0,4.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,11.0,11.0
2021.0,5.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,13.0,13.0
2021.0,8.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,78.0,78.0
2021.0,9.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,81.0,81.0
2021.0,10.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,16.0,16.0
2021.0,11.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,15.0,15.0
2021.0,12.0,By Month,Georgia,Respiratory diseases,Respiratory arrest,All Ages,16.0,16.0
2020.0,1.0,By Month,Georgia,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,2.0,By Month,Georgia,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,4.0,By Month,Georgia,Respiratory diseases,Other diseases of the respiratory system,All Ages,37.0,37.0
2020.0,5.0,By Month,Georgia,Respiratory diseases,Other diseases of the respiratory system,All Ages,34.0,34.0
2020.0,6.0,By Month,Georgia,Respiratory diseases,Other diseases of the respiratory system,All Ages,26.0,26.0
2020.0,7.0,By Month,Georgia,Respiratory diseases,Other diseases of the respiratory system,All Ages,68.0,68.0
2020.0,8.0,By Month,Georgia,Respiratory diseases,Other diseases of the respiratory system,All Ages,84.0,86.0
2020.0,9.0,By Month,Georgia,Respiratory diseases,Other diseases of the respiratory system,All Ages,45.0,48.0
2020.0,10.0,By Month,Georgia,Respiratory diseases,Other diseases of the respiratory system,All Ages,41.0,42.0
2020.0,11.0,By Month,Georgia,Respiratory diseases,Other diseases of the respiratory system,All Ages,48.0,52.0
